year_sold,mo_sold,year_built,home_age,village,street,address,sqft_lot,sqft_living,sqft_mbr,sqft_garage,home_type,floorplan,floor,bedrooms,bathrooms,sale_price
2021,11,2003,19,Village 26,Glenbrook Lane,2040 Glenbrook Lane,7057,1322,192,420,Classic,Bridgegate,1,2,2,562
2019,12,2003,19,Village 26,Tallac Lane,1300 Tallac Lane,8899,1681,192,420,Classic,Echo Ridge,1,2,2,495
2019,4,2003,19,Village 26,Glenbrook Lane,1939 Glenbrook Lane,9382,1681,192,420,Classic,Echo Ridge,1,2,2,499
2021,12,2000,22,Village  28,Barnswood Loop,1140 Barnswood Loop,6656,1161,180,436,Classic,Millpond,1,2,2,483
2021,11,2000,22,Village  28,Barnswood Loop,1129 Barnswood Loop,6186,1322,192,420,Classic,Bridgegate,1,2,2,473
2021,12,2000,22,Village 29,Huntsman Court,405 Huntsman Court,6942,1322,203,438,Classic,Bridgegate,1,2,2,244
2021,10,2000,22,Village 29,Rose Bouquet Drive,1417 Rose Bouquet Drive,6186,1515,161,436,Classic,Pine Hill,1,2,2,700
2021,4,2000,22,Village 29,Rose Bouquet Drive,1458 Rose Bouquet Drive,5943,1539,163,436,Classic,Pine Hill,1,2,2,551
2019,12,2001,21,Village 29,Rose Bouquet Drive,1265 Rose Bouquet Drive,7936,1571,184,430,Classic,Quail Cove,1,2,2,497
2020,9,2000,22,Village 29,Shepherds Court,320 Shepherds Court,8006,1571,184,430,Classic,Quail Cove,1,2,2,486
2020,4,2000,22,Village 29,Farmgate Lane,1760 Farmgate Ln,10275,1515,163,436,Classic,Pine Hill,1,3,2,445
2021,3,2000,22,Village 30,Sweet Juliet Lane,1411 Sweet Juliet Lane,7012,1161,180,436,Classic,Millpond,1,2,2,428
2020,9,2000,22,Village 30,Sweet Juliet Lane,1430 Sweet Juliet Lane,5967,1161,180,436,Classic,Millpond,1,2,2,380
2019,11,2000,22,Village 30,Mary Rose Lane,1665 Mary Rose Lane,6364,1138,180,436,Classic,Millpond,1,2,2,435
2021,12,2001,21,Village 30,Mary Rose Lane,1825 Mary Rose Lane,6199,1161,183,436,Classic,Millpond,1,2,2,495
2021,12,2000,22,Village 30,Perdita Lane,1163 Perdita Lane,6303,1322,203,438,Classic,Bridgegate,1,2,2,557
2020,2,2000,22,Village 30,Perdita Lane,1442 Perdita Lane,5919,1322,203,438,Classic,Bridgegate,1,2,2,418
2021,8,2000,22,Village 30,Sweet Juliet Lane,1621 Sweet Juliet Lane,7223,1322,192,420,Classic,Bridgegate,1,2,2,527
2021,2,2000,22,Village 30,Sweet Juliet Lane,1635 Sweet Juliet Lane,7710,1298,192,420,Classic,Bridgegate,1,2,2,455
2021,7,2000,22,Village 30,Leander Lane,1743 Leander Lane,6865,1322,192,420,Classic,Bridgegate,1,2,2,542
2020,7,2001,21,Village 30,Emily Lane,1804 Emily Lane,6534,1322,203,438,Classic,Bridgegate,1,2,2,430
2021,3,2001,21,Village 30,Mary Rose Lane,1805 Mary Rose Lane,6411,1322,192,420,Classic,Bridgegate,1,2,2,440
2021,3,2001,21,Village 30,Mary Rose Lane,1940 Mary Rose Lane,6926,1298,192,420,Classic,Bridgegate,1,2,2,449
2019,12,2001,21,Village 30,Cottage Rose Lane,1751 Cottage Rose Lane,10724,1705,192,420,Classic,Echo Ridge,1,2,2,505
2020,9,2001,21,Village 30,Emily Lane,1759 Emily Lane,8550,1806,192,420,Classic,Echo Ridge,1,2,2,500
2020,9,2000,22,Village 30,Perdita Lane,1230 Perdita Lane,8759,1515,163,436,Classic,Pine Hill,1,2,2,508
2020,4,2000,22,Village 30,Sweet Juliet Lane,1369 Sweet Juliet Ln,10785,1515,163,436,Classic,Pine Hill,1,2,2,525
2019,4,2000,22,Village 30,Perdita Lane,1382 Perdita Lane,6947,1491,163,436,Classic,Pine Hill,1,2,2,455
2019,11,2000,22,Village 30,Sweet Juliet Lane,1383 Sweet Juliet Lane,7840,1515,163,436,Classic,Pine Hill,1,2,2,479
2020,12,2000,22,Village 30,Sweet Juliet Lane,1453 Sweet Juliet Lane,9609,1515,163,436,Classic,Pine Hill,1,2,2,455
2019,11,2000,22,Village 30,Sweet Juliet Lane,1593 Sweet Juliet Lane,6634,1515,163,436,Classic,Pine Hill,1,2,2,452
2020,3,2000,22,Village 30,Gingersnap Lane,1605 Gingersnap Ln,6987,1539,163,436,Classic,Pine Hill,1,2,2,480
2020,7,2001,21,Village 30,Mary Rose Lane,1665 Mary Rose Lane,7570,1491,163,436,Classic,Pine Hill,1,2,2,426
2019,8,2001,21,Village 30,Emily Lane,1784 Emily Lane,7248,1515,163,436,Classic,Pine Hill,1,2,2,490
2021,8,2001,21,Village 30,Mary Rose Lane,1815 Mary Rose Lane,6155,1539,161,436,Classic,Pine Hill,1,2,2,575
2021,8,2000,22,Village 30,Emily Lane,1829 Emily Lane,6187,1539,161,436,Classic,Pine Hill,1,2,2,626
2020,5,2000,22,Village 30,Leander Lane,1833 Leander Lane,6098,1515,163,436,Classic,Pine Hill,1,2,2,449
2019,7,2001,21,Village 30,Emily Lane,1904 Emily Lane,7540,1491,163,436,Classic,Pine Hill,1,2,2,444
2021,6,2001,21,Village 30,Mary Rose Lane,1925 Mary Rose Lane,6708,1539,163,436,Classic,Pine Hill,1,2,2,600
2021,3,2000,22,Village 30,Dapple Dawn Lane,1493 Dapple Dawn Lane,9021,1595,184,430,Classic,Quail Cove,1,2,2,575
2021,4,2000,22,Village 30,Gingersnap Lane,1808 Gingersnap Lane,6991,1571,184,430,Classic,Quail Cove,1,2,2,612
2020,11,2000,22,Village 30,Sweet Juliet Lane,1397 Sweet Juliet Lane,7339,1804,163,436,Classic,Pine Hill,1,3,3,590
2019,9,2003,19,Village 31,Prairie View Lane,2221 Prairie View Lane,6050,1020,190,410,Classic,Mariposa,1,1,1,360
2021,10,2003,19,Village 31,Prairie View Lane,2221 Prairie View Lane,6050,1020,190,410,Classic,Mariposa,1,1,1,461
2020,6,2002,20,Village 31,Prairie View Court,105 Prairie View Court,8407,1298,203,438,Classic,Bridgegate,1,2,2,423
2020,12,2003,19,Village 31,Graeagle Lane,1845 Graeagle Lane,5693,1322,203,438,Classic,Bridgegate,1,2,2,415
2019,7,2003,19,Village 31,Graeagle Lane,1960 Graeagle Lane,7801,1322,203,438,Classic,Bridgegate,1,2,2,449
2019,6,2003,19,Village 31,Prairie View Lane,2012 Prairie View Lane,5532,1322,203,438,Classic,Bridgegate,1,2,2,422
2019,7,2003,19,Village 31,Hawk Hill Lane,1957 Hawk Hill Lane,10890,1823,192,420,Classic,Echo Ridge,1,2,2,625
2021,12,2003,19,Village 31,Prairie View Ct,100 Prairie View Ct,9827,1120,180,436,Classic,Millpond,1,2,2,450
2020,6,2002,20,Village 31,Maple Grove Lane,1772 Maple Grove Lane,12600,1873,242,545,Classic,Orchard Crest,1,2,2,610
2021,3,2003,19,Village 31,Hidden Hollow Lane,1895 Hidden Hollow Lane,6695,1639,163,436,Classic,Pine Hill,1,2,2,525
2021,7,2003,19,Village 31,Hawk Hill Lane,1917 Hawk Hill Lane,6321,1539,161,436,Classic,Pine Hill,1,2,2,565
2019,4,2003,19,Village 31,Graeagle Lane,1950 Graeagle Lane,6011,1539,163,436,Classic,Pine Hill,1,2,2,480
2020,8,2003,19,Village 31,Prairie View Lane,2048 Prairie View Lane,6159,1491,163,436,Classic,Pine Hill,1,2,2,470
2020,9,2002,20,Village 31,Prairie View Court,110 Prairie View Court,5924,1130,203,438,Classic,Sequoia,1,2,2,395
2020,12,2003,19,Village 31,Prairie View Court,115 Prairie View Court,5231,1130,203,438,Classic,Sequoia,1,2,2,425
2019,7,2002,20,Village 31,Prairie  View Lane,1889 Prairie  View Lane,6499,1155,203,438,Classic,Sequoia,1,2,2,396
2020,8,2002,20,Village 31,Duckhorn Lane,1911 Duckhorn Lane,5898,1130,203,438,Classic,Sequoia,1,2,2,365
2019,5,2002,20,Village 31,Prairie View Lane,2036 Prairie View Lane,4573,1155,203,438,Classic,Sequoia,1,2,2,367
2020,11,2004,18,Village 33,Wood Duck Court,460 Wood Duck Court,9665,1531,156,420,Classic,Alpine,1,2,2,540
2020,4,2004,18,Village 33,Wood Duck Court,461 Wood Duck Court,7078,1361,168,400,Classic,Madera,1,2,2,440
2021,11,2004,18,Village 33,Garganey Lane,2037 Garganey Lane,7971,1795,262,438,Classic,Tehama,1,3,2,660
2019,6,2004,18,Village 34,Cliff Swallow Lane,1755 Cliff Swallow Lane,11252,1549,156,420,Classic,Alpine,1,2,2,515
2020,8,2004,18,Village 34,Blackbird Lane,1788 Blackbird Lane,5915,1549,156,420,Classic,Alpine,1,2,2,445
2019,11,2005,17,Village 34,Coopers Hawk Loop,2790 Coopers Hawk Loop,6995,1549,156,420,Classic,Alpine,1,2,2,482
2021,3,2005,17,Village 34,Coopers Hawk Loop,2799 Coopers Hawk Loop,7906,1531,156,420,Classic,Alpine,1,2,2,611
2021,10,2005,17,Village 34,Coopers Hawk Loop,2799 Coopers Hawk Loop,7906,1531,156,420,Classic,Alpine,1,2,2,626
2020,7,2005,17,Village 34,Coopers Hawk Loop,2850 Coopers Hawk Loop,6525,1549,156,420,Classic,Alpine,1,2,2,511
2019,12,2005,17,Village 34,Coopers Hawk Loop,2886 Coopers Hawk Loop,8367,1549,156,420,Classic,Alpine,1,2,2,469
2021,11,2005,17,Village 34,Coopers Hawk Loop,2922 Coopers Hawk Loop,7205,1549,156,420,Classic,Alpine,1,2,2,600
2019,1,2005,17,Village 34,Coopers Hawk Loop,3011 Coopers Hawk Loop,7440,1549,156,420,Classic,Alpine,1,2,2,460
2021,5,2004,18,Village 34,Blackbird Lane,1829 Blackbird Lane,6004,1195,168,400,Classic,Calaveras,1,2,2,465
2021,2,2005,17,Village 34,Coopers Hawk Loop,2811 Coopers Hawk Loop,6302,1195,168,400,Classic,Calaveras,1,2,2,425
2021,10,2005,17,Village 34,Coopers Hawk Loop,2939 Coopers Hawk Loop,4578,1195,168,400,Classic,Calaveras,1,2,2,530
2019,5,2004,18,Village 34,Cliff Swallow Lane,1762 Cliff Swallow Lane,5118,1361,168,400,Classic,Madera,1,2,2,444
2021,6,2005,17,Village 34,Coopers Hawk Loop,2826 Coopers Hawk Loop,4984,1361,168,400,Classic,Madera,1,2,2,535
2021,6,2005,17,Village 34,Coopers Hawk Loop,2987 Coopers Hawk Loop,4279,1361,168,400,Classic,Madera,1,2,2,515
2021,5,2004,18,Village 34,Cliff Swallow Lane,1779 Cliff Swallow Lane,7736,1573,178,438,Classic,Trinity,1,2,2,651
2019,5,2005,17,Village 34,Blackbird Lane,1997 Blackbird Lane,8489,1775,262,438,Classic,Tehama,1,3,2,550
2020,5,2005,17,Village 34,Coopers Hawk Loop,2927 Coopers Hawk Loop,5845,1793,262,438,Classic,Tehama,1,3,2,526
2019,8,2004,18,Village 35,Mountain Quail Ct,240 Mountain Quail Ct,6202,1549,156,420,Classic,Alpine,1,2,2,505
2019,11,2005,17,Village 35,Black Hawk Lane,2916 Black Hawk Lane,7392,1549,156,420,Classic,Alpine,1,2,2,505
2021,4,2005,17,Village 35,Black Hawk Lane,2964 Black Hawk Lane,6525,1531,156,420,Classic,Alpine,1,2,2,600
2019,8,2004,18,Village 35,Eagles Peak Lane,2607 Eagles Peak Lane,5553,1190,168,400,Classic,Calaveras,1,2,2,389
2019,2,2005,17,Village 35,Black Hawk Lane,2933 Black Hawk Lane,5928,1190,168,400,Classic,Calaveras,1,2,2,361
2021,2,2004,18,Village 35,Eagles Peak Lane,2595 Eagles Peak Lane,5541,1361,168,400,Classic,Madera,1,2,2,518
2020,8,2005,17,Village 35,Black Hawk Lane,2921 Black Hawk Lane,5749,1361,168,400,Classic,Madera,1,2,2,436
2019,1,2004,18,Village 35,Mountain Quail Ct,235 Mountain Quail Ct,10010,1673,178,438,Classic,Trinity,1,2,2,476
2021,7,2004,18,Village 35,Goshawak Lane,2569 Goshawak Lane,6125,1655,178,438,Classic,Trinity,1,2,2,618
2020,2,2005,17,Village 35,Black Hawk Lane,3017 Black Hawk Lane,7601,1673,178,438,Classic,Trinity,1,2,2,465
2020,3,2004,18,Village  36,Longspur Loop,2169 Longspur Loop,5306,1531,156,420,Classic,Alpine,1,2,2,510
2020,7,2004,18,Village  36,Longspur Loop,2210 Longspur Loop,6459,1549,156,420,Classic,Alpine,1,2,2,460
2020,1,2004,18,Village  36,Rubicon Lane,2444 Rubicon Lane,5327,1531,156,420,Classic,Alpine,1,2,2,492
2021,4,2004,18,Village  36,Harper Court,213 Harper Court,7710,1190,168,400,Classic,Calaveras,1,2,2,469
2020,7,2004,18,Village  36,Longspur Loop,2426 Longspur Loop,6747,1655,178,438,Classic,Trinity,1,2,2,497
2020,12,2004,18,Village  36,Rubicon Lane,2372 Rubicon Lane,5597,1795,262,438,Classic,Tehama,1,3,2,525
2019,12,2004,18,Village  36,Swainson Lane,2442 Swainson Lane,5954,1777,262,438,Classic,Tehama,1,3,2,460
2021,8,2004,18,Village  36,Rubicon Lane,2456 Rubicon Lane,5310,1777,262,438,Classic,Tehama,1,3,2,551
2019,6,2001,21,Village 38,Ivy Arbor Lane,1330 Ivy Arbor Lane,5893,1045,190,410,Classic,Mariposa,1,1,1,365
2021,4,2002,20,Village 38,Stepping Stone Lane,2111 Stepping Stone Lane,7314,1020,190,410,Classic,Mariposa,1,1,1,450
2021,4,2003,19,Village 38,Stepping Stone Lane,2220 Stepping Stone Lane,4238,1020,190,410,Classic,Mariposa,1,1,1,440
2019,2,2002,20,Village 38,Lamplight Lane,2263 Lamplight Lane,6677,1020,190,410,Classic,Mariposa,1,1,1,369
2020,9,2002,20,Village 38,Lamplight Lane,2272 Lamplight Lane,4155,1020,190,410,Classic,Mariposa,1,1,1,376
2019,8,2001,21,Village 38,Ivy Arbor Court,111 Ivy Arbor Court,5758,1161,180,436,Classic,Millpond,1,2,2,385
2020,1,2002,20,Village 38,Ivy Arbor Lane,1310 Ivy Arbor Lane,6716,1138,180,436,Classic,Millpond,1,2,2,365
2021,8,2002,20,Village 38,Pebblestone Lane,2233 Pebblestone Lane,6525,1184,180,436,Classic,Millpond,1,2,2,511
2021,12,2003,19,Village 38,Springvale Lane,1855 Springvale Lane,6360,1531,156,420,Classic,Alpine,1,2,2,508
2020,5,2001,21,Village 38,Picket Fence Lane,1115 Picket Fence Lane,5776,1298,203,438,Classic,Bridgegate,1,2,2,407
2020,8,2002,20,Village 38,Laurelhurst Lane,2000 Laurelhurst Lane,5758,1298,203,438,Classic,Bridgegate,1,2,2,393
2019,8,2002,20,Village 38,Greystone Lane,2255 Greystone Lane,5789,1322,203,438,Classic,Bridgegate,1,2,2,454
2021,7,2002,20,Village 38,Ivy Arbor Lane,1370 Ivy Arbor Lane,9382,1823,192,420,Classic,Echo Ridge,1,2,2,850
2021,4,2003,19,Village 38,Delta Wind Lane,1680 Delta Wind Lane,10053,1833,192,420,Classic,Echo Ridge,1,2,2,625
2019,4,2003,19,Village 38,Laurelhurst Lane,1990 Laurelhurst Lane,7679,1728,192,420,Classic,Echo Ridge,1,2,2,484
2021,7,2004,18,Village 38,Laurelhurst Lane,1990 Laurelhurst Lane,8391,1728,192,420,Classic,Echo Ridge,1,2,2,741
2020,10,2002,20,Village 38,Lamplight Lane,2185 Lamplight Lane,9932,1870,192,420,Classic,Echo Ridge,1,2,2,530
2019,5,2002,20,Village 38,Wisteria Court,235 Wisteria Court,12200,1704,192,420,Classic,Echo Ridge,1,2,2,495
2020,10,2001,21,Village 38,Ivy Arbor Lane,1257 Ivy Arbor Lane,7409,1873,242,545,Classic,Orchard Crest,1,2,2,590
2019,4,2003,19,Village 38,Laurelhurst Lane,1935 Laurelhurst Lane,10184,1873,242,545,Classic,Orchard Crest,1,2,2,500
2019,1,2003,19,Village 38,Laurelhurst Lane,2090 Laurelhurst Lane,7714,1873,242,545,Classic,Orchard Crest,1,2,2,512
2021,2,2003,19,Village 38,Laurelhurst Lane,2090 Laurelhurst Lane,7714,1873,242,545,Classic,Orchard Crest,1,2,2,638
2021,3,2002,20,Village 38,Ivy Arbor Lane,1300 Ivy Arbor Lane,7850,1747,163,436,Classic,Pine Hill,1,2,2,465
2021,5,2002,20,Village 38,Ivy Arbor Lane,1300 Ivy Arbor Lane,7848,1747,163,436,Classic,Pine Hill,1,2,2,639
2020,4,2002,20,Village 38,Ivy Arbor Lane,1481 Ivy Arbor Ln,6098,1515,163,436,Classic,Pine Hill,1,2,2,469
2019,5,2003,19,Village 38,Springvale Lane,1845 Springvale Lane,6969,1515,163,436,Classic,Pine Hill,1,2,2,515
2021,10,2002,20,Village 38,Stonecrest Lane,2064 Stonecrest Lane,9112,1539,161,436,Classic,Pine Hill,1,2,2,635
2021,4,2002,20,Village 38,Ivy Arbor Lane,1244 Ivy Arbor Lane,7684,1571,184,430,Classic,Quail Cove,1,2,2,635
2021,6,2002,20,Village 38,Picket Fence Lane,1415 Picket Fence Lane,9108,1920,184,430,Classic,Quail Cove,1,2,2,718
2021,8,2002,20,Village 38,Picket Fence Lane,1463 Picket Fence Lane,9266,1595,184,430,Classic,Quail Cove,1,2,2,550
2019,9,2003,19,Village 38,Gazebo Court,223 Gazebo Court,8311,1571,184,430,Classic,Quail Cove,1,2,2,543
2020,5,2003,19,Village 38,Stepping Stone Lane,2231 Stepping Stone Lane,8311,1547,184,430,Classic,Quail Cove,1,2,2,419
2020,8,2001,21,Village 38,Ivy Arbor Lane,1320 Ivy Arbor Lane,5466,1347,203,438,Classic,Sequoia,1,2,2,406
2019,8,2003,19,Village 38,Delta Wind Lane,1605 Delta Wind Lane,4356,1155,203,438,Classic,Sequoia,1,2,2,384
2019,5,2003,19,Village 38,Lockwood Lane,2017 Lockwood Lane,6682,1155,203,438,Classic,Sequoia,1,2,2,343
2020,8,2003,19,Village 38,Lockwood Lane,2017 Lockwood Lane,6682,1155,203,438,Classic,Sequoia,1,2,2,429
2019,4,2002,20,Village 38,Stonecrest Lane,2030 Stonecrest Lane,5671,1155,203,438,Classic,Sequoia,1,2,2,385
2019,8,2002,20,Village 38,Stonecrest Lane,2043 Stonecrest Lane,4356,1155,203,438,Classic,Sequoia,1,2,2,399
2021,5,2003,19,Village 38,Lockwood Lane,2107 Lockwood Lane,5528,1155,203,438,Classic,Sequoia,1,2,2,480
2020,8,2002,20,Village 38,Stonecrest Lane,2114 Stonecrest Lane,4560,1155,203,438,Classic,Sequoia,1,2,2,400
2021,5,2002,20,Village 38,Pebblestone Lane,2227 Pebblestone Lane,5319,1155,203,438,Classic,Sequoia,1,2,2,440
2021,11,2002,20,Village 38,Pebblestone Lane,2227 Pebblestone Lane,5319,1155,203,438,Classic,Sequoia,1,2,2,500
2021,7,2003,19,Village 38,Pebblestone Lane,2275 Pebblestone Lane,5380,1130,203,438,Classic,Sequoia,1,2,2,515
2021,4,2001,21,Village 39,Gatehouse Lane,1976 Gatehouse Lane,8981,1571,184,430,Classic,Quail Cove,1,2,2,605
2020,10,2002,20,Village 39,Gatehouse Lane,2048 Gatehouse Lane,6403,1539,163,436,Classic,Pine Hill,1,3,2,525
2020,9,2002,20,Village 40,Geary Court,265 Geary Court,11800,1020,190,410,Classic,Mariposa,1,1,1,375
2020,8,2002,20,Village 40,Geary Lane,660 Geary Lane,4721,1020,190,410,Classic,Mariposa,1,1,1,385
2021,8,2002,20,Village 40,Crocker Lane,1700 Crocker Lane,7161,1184,180,436,Classic,Millpond,1,2,2,550
2021,7,2002,20,Village 40,Crocker Lane,1740 Crocker Lane,5714,1120,180,436,Classic,Millpond,1,2,2,620
2021,4,2002,20,Village 40,Crocker Lane,1630 Crocker Lane,5619,1322,192,420,Classic,Bridgegate,1,2,2,483
2021,10,2002,20,Village 40,Crocker Lane,1650 Crocker Lane,5728,1298,192,420,Classic,Bridgegate,1,2,2,515
2021,2,2002,20,Village 40,Stone House Lane,1631 Stone House Lane,6299,1491,161,436,Classic,Pine Hill,1,2,2,485
2021,2,2002,20,Village 40,Hopkins Court,400 Hopkins Court,8189,1539,161,436,Classic,Pine Hill,1,2,2,535
2019,6,2002,20,Village 40,Hopkins Lane,630 Hopkins Lane,9435,1663,163,436,Classic,Pine Hill,1,2,2,536
2021,4,2002,20,Village 40,Crocker Lane,1640 Crocker Lane,4304,1155,203,438,Classic,Sequoia,1,2,2,437
2020,8,2002,20,Village 40,Geary Court,250 Geary Court,10890,1155,203,438,Classic,Sequoia,1,2,2,384
2020,6,2002,20,Village 40,Hopkins Lane,685 Hopkins Lane,6098,1130,203,438,Classic,Sequoia,1,2,2,379
2020,3,2006,16,Village 41,Snapdragon Pl,101 Snapdragon Pl,9543,1549,156,420,Classic,Alpine,1,2,2,485
2021,7,2006,16,Village 41,Snapdragon Place,101 Snapdragon Place,9544,1549,156,420,Classic,Alpine,1,2,2,575
2020,6,2005,17,Village 41,Periwinkle Lane,1446 Periwinkle Lane,5806,1549,156,420,Classic,Alpine,1,2,2,490
2019,12,2006,16,Village 41,Snapdragon Lane,341 Snapdragon Lane,7357,1549,156,420,Classic,Alpine,1,2,2,500
2021,2,2006,16,Village 41,Daylily Lane,375 Daylily Lane,8826,1549,156,420,Classic,Alpine,1,2,2,508
2019,7,2006,16,Village 41,Daylily Lane,408 Daylily Lane,5183,1549,156,420,Classic,Alpine,1,2,2,489
2020,8,2006,16,Village 41,Snapdragon Lane,491 Snapdragon Lane,5344,1549,156,420,Classic,Alpine,1,2,2,479
2021,8,2006,16,Village 41,Periwinkle Lane,1410 Periwinkle Lane,5950,1195,168,400,Classic,Calaveras,1,2,2,485
2019,9,2006,16,Village 41,Snapdragon Lane,377 Snapdragon Lane,6952,1195,168,400,Classic,Calaveras,1,2,2,395
2019,8,2006,16,Village 41,Snapdragon Lane,485 Snapdragon Lane,4321,1195,168,400,Classic,Calaveras,1,2,2,395
2020,5,2005,17,Village 41,Orchid Lane,593 Orchid Lane,4552,1190,168,400,Classic,Calaveras,1,2,2,400
2019,5,2005,17,Village 41,Orchid Lane,599 Orchid Lane,4756,1195,168,400,Classic,Calaveras,1,2,2,395
2020,6,2005,17,Village 41,Periwinkle Lane,1392 Periwinkle,4700,1361,168,400,Classic,Madera,1,2,2,413
2019,2,2006,16,Village 41,Belladonna Lane,527 Belladonna Lane,5505,1349,168,400,Classic,Madera,1,2,2,390
2019,5,2005,17,Village 41,Belladonna Lane,569 Belladonna Lane,5401,1190,203,438,Classic,Sequoia,1,2,2,381
2020,1,2005,17,Village 41,Chicory Court,106 Chicory Court,5601,1673,178,438,Classic,Trinity,1,2,2,476
2021,12,2006,16,Village 41,Snapdragon Lane,209 Snapdragon Lane,9322,1647,178,438,Classic,Trinity,1,2,2,610
2021,8,2005,17,Village 41,Chicory Court,101 Chicory Court,8520,1775,262,438,Classic,Tehama,1,3,2,585
2019,4,2006,16,Village 41,Snapdragon Place,103 Snapdragon Place,9304,1775,262,438,Classic,Tehama,1,3,2,455
2021,5,2006,16,Village 41,Snapdragon Lane,326 Snapdragon Lane,5708,1793,262,438,Classic,Tehama,1,3,2,520
2020,4,2006,16,Village 41,Snapdragon Ln,338 Snapdragon Ln,5963,1793,262,438,Classic,Tehama,1,3,2,500
2019,6,2006,16,Village 41,Daylily Lane,342 Daylily Lane,5880,1793,262,438,Classic,Tehama,1,3,2,485
2021,6,2006,16,Village 41,Snapdragon Lane,371 Snapdragon Lane,6910,1793,262,438,Classic,Tehama,1,3,2,581
2021,4,2006,16,Village 41,Snapdragon Lane,386 Snapdragon Lane,6521,1793,262,438,Classic,Tehama,1,3,2,557
2020,8,2005,17,Village 42,Tarapin Lane,1197 Tarapin Lane,5532,1549,156,420,Classic,Alpine,1,2,2,455
2021,3,2005,17,Village 42,Tarapin Lane,1257 Tarapin Lane,5693,1549,156,420,Classic,Alpine,1,2,2,519
2021,5,2005,17,Village 42,Freschi Lane,1263 Freschi Lane,5776,1549,156,420,Classic,Alpine,1,2,2,553
2019,1,2005,17,Village 42,Timberland Lane,228 Timberland Ln,7126,1531,156,420,Classic,Alpine,1,2,2,442
2020,8,2004,18,Village 42,Timberland Way,309 Timberland Way,11291,1531,156,420,Classic,Alpine,1,2,2,525
2019,4,2005,17,Village 42,Freschi Lane,1239 Freschi Lane,4599,1190,168,400,Classic,Calaveras,1,2,2,395
2021,12,2005,17,Village 42,Timberland Lane,240 Timberland Ln,5759,1195,168,400,Classic,Calaveras,1,2,2,535
2020,9,2005,17,Village 42,Tarapin Lane,1226 Tarapin Lane,4486,1361,168,400,Classic,Madera,1,2,2,455
2020,10,2005,17,Village 42,Timberland Lane,180 Timberland Lane,7779,1795,262,438,Classic,Tehama,1,3,2,505
2020,2,2003,19,Village 43,Turtledove Court,103 Turtledove Court,7274,1549,156,420,Classic,Alpine,1,2,2,509
2020,7,2005,17,Village 43,Overland Lane,1040 Overland Lane,5972,1549,156,420,Classic,Alpine,1,2,2,438
2020,9,2005,17,Village 43,Overland Lane,1170 Overland Lane,5871,1549,156,420,Classic,Alpine,1,2,2,492
2020,11,2005,17,Village 43,Silverwood Court,517 Silverwood Court,6438,1195,168,400,Classic,Calaveras,1,2,2,426
2021,3,2005,17,Village 43,Silverwood Court,514 Silverwood Court,9553,1674,178,438,Classic,Trinity,1,2,2,543
2019,5,2007,15,Village 43,Topanga Lane,1510 Topanga #101,1089,1519,178,210,Condo,Condo,1,2,2,365
2019,9,2007,15,Village 44,Topanga Lane,1500 Topanga Lane #101,1089,1519,178,210,Condo,Condo,1,2,2,368
2021,7,2007,15,Village 44,Topanga Lane,1500 Topanga Lane #101,1524,1519,178,210,Condo,Condo,1,2,2,410
2020,11,2007,15,Village 44,Topanga Lane,1500 Topanga Lane #103,1089,1065,178,210,Condo,Condo,1,2,2,285
2020,6,2007,15,Village 44,Topanga Lane,1500 Topanga Lane #105,1089,1509,178,210,Condo,Condo,1,2,2,360
2021,3,2007,15,Village 44,Topanga Lane,1500 Topanga Lane #105,1490,1509,178,210,Condo,Condo,1,2,2,375
2021,3,2007,15,Village 44,Topanga Lane,1500 Topanga Lane #106,1509,1519,178,210,Condo,Condo,1,2,2,410
2021,3,2007,15,Village 44,Topanga Lane,1500 Topanga Lane #200,1146,1020,178,210,Condo,Condo,1,2,2,305
2020,11,2007,15,Village 44,Topanga Lane,1500 Topanga Lane #203,1089,1065,178,210,Condo,Condo,1,2,2,275
2019,9,2007,15,Village 44,Topanga Lane,1500 Topanga Lane #206,1089,1519,178,210,Condo,Condo,1,2,2,370
2019,12,2007,15,Village 44,Topanga Lane,1500 Topanga Ln #106,1089,1519,178,210,Condo,Condo,1,2,2,368
2020,1,2007,15,Village 44,Topanga Lane,1500 Topanga Ln #202,1089,1519,178,210,Condo,Condo,1,2,2,339
2020,8,2007,15,Village 44,Topanga Lane,1510 Topanga Lane #101,1089,1519,178,210,Condo,Condo,1,2,2,369
2020,9,2007,15,Village 44,Topanga Lane,1510 Topanga Lane #105,1089,1509,178,210,Condo,Condo,1,2,2,360
2021,7,2007,15,Village 44,Topanga Lane,1510 Topanga Lane #106,1546,1519,178,210,Condo,Condo,1,2,2,400
2020,11,2007,15,Village 44,Topanga Lane,1510 Topanga Lane #200,1089,1194,178,210,Condo,Condo,1,2,2,309
2021,6,2007,15,Village 44,Topanga Lane,1510 Topanga Lane #207,1098,1194,178,210,Condo,Condo,1,2,2,370
2021,8,2007,15,Village 44,Topanga Lane,1520 Topanga Lane #106,1546,1519,178,210,Condo,Condo,1,2,2,420
2020,4,2007,15,Village 44,Topanga Lane,1520 Topanga Ln #101,1089,1519,178,210,Condo,Condo,1,2,2,355
2019,2,2007,15,Village 44,Topanga Lane,1520 Topanga Ln #200,1089,1194,178,210,Condo,Condo,1,2,2,295
2020,12,2007,15,Village 44,Topanga Lane,1530 Topanga Lane #107,1089,1194,178,210,Condo,Condo,1,2,2,305
